,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Otwarcie_brk-a_us_d,Najwyzszy_brk-a_us_d,Najnizszy_brk-a_us_d,Zamkniecie_brk-a_us_d,Wolumen_brk-a_us_d,Otwarcie_xom_us_d,Najwyzszy_xom_us_d,Najnizszy_xom_us_d,Zamkniecie_xom_us_d,Wolumen_xom_us_d,Otwarcie_pfe_us_d,Najwyzszy_pfe_us_d,Najnizszy_pfe_us_d,Zamkniecie_pfe_us_d,Wolumen_pfe_us_d,Otwarcie_^spx_d,Najwyzszy_^spx_d,Najnizszy_^spx_d,Zamkniecie_^spx_d,Wolumen_^spx_d,Otwarcie_tsla_us_d,Najwyzszy_tsla_us_d,Najnizszy_tsla_us_d,Zamkniecie_tsla_us_d,Wolumen_tsla_us_d,Otwarcie_ibm_us_d,Najwyzszy_ibm_us_d,Najnizszy_ibm_us_d,Zamkniecie_ibm_us_d,Wolumen_ibm_us_d,Otwarcie_msft_us_d,Najwyzszy_msft_us_d,Najnizszy_msft_us_d,Zamkniecie_msft_us_d,Wolumen_msft_us_d,Otwarcie_aapl_us_d,Najwyzszy_aapl_us_d,Najnizszy_aapl_us_d,Zamkniecie_aapl_us_d,Wolumen_aapl_us_d,Otwarcie_t_us_d,Najwyzszy_t_us_d,Najnizszy_t_us_d,Zamkniecie_t_us_d,Wolumen_t_us_d,Otwarcie_ms_us_d,Najwyzszy_ms_us_d,Najnizszy_ms_us_d,Zamkniecie_ms_us_d,Wolumen_ms_us_d
Wolumen_^spx_d,0.19761072254895024,0.20222742395207083,0.1919482720728172,0.1969323823865411,0.2824185191919152,0.17649666401324074,0.18104655253126012,0.17068935958100678,0.17566649258571507,0.3274751660025322,-0.0920900281369025,-0.0802248587488149,-0.10741471789838365,-0.09450496990163626,0.6633680655693585,0.1530978635591366,0.15810630899744993,0.1454589440586044,0.15145102120628828,0.26218369960376553,0.1850858881063461,0.19004138685301525,0.17684239369511864,0.18297231298574534,1.0,0.2468370785850669,0.24909003951023764,0.24282487432623875,0.24557108090544352,0.16269941146946856,-0.23556335526473382,-0.21916611420880158,-0.2551969485475426,-0.23812662637301873,0.32335077478556135,0.2771732882738755,0.2807848642747618,0.27297026089486975,0.27648319282304673,0.2950250863069366,0.2730126650906845,0.2757953711344746,0.26928213808504975,0.2720606833198727,0.07393362898450259,-0.01409419404883026,-0.002029425117850285,-0.026351419416431057,-0.014261178718110586,0.37968104577201817,0.181059827578784,0.18578734061491262,0.17475668403000472,0.1799710794429342,0.28170166334339464
Otwarcie_tsla_us_d,0.7731629330268278,0.7732805838894832,0.7733606067652893,0.7733167991710355,-0.2628876156569079,0.8145760287520891,0.8152564433238016,0.8135462285055522,0.8143296207731909,0.6840404333748258,0.31968237976603836,0.3303009253727098,0.3118031572602819,0.321131565596574,0.13738196313462614,0.7658459901139515,0.7678452988089266,0.7637603559477761,0.7657421937718795,-0.185038410508051,0.8618828469386121,0.8629175235115427,0.8604499789956153,0.8614746697897003,0.2468370785850669,1.0,0.9995977472736793,0.9996002805996212,0.9991896047884674,0.08040500489056669,0.20067328100696036,0.20989374506320244,0.19182150689321817,0.20077536487465256,-0.1043771183043942,0.9200232344561866,0.9199021532539027,0.9197343564480106,0.9194770031118779,-0.2686147628434565,0.9492088384167243,0.9489796989898379,0.9492084207383732,0.9488456901693542,-0.3990761319995867,0.2631258259624598,0.2681893027144907,0.25953634711324736,0.2626787567966797,-0.0035802391756527283,0.9031171539948565,0.9038944934900977,0.90173062545687,0.9024699279473151,-0.31589614139036143
Najwyzszy_tsla_us_d,0.7732358951620759,0.7733434456351683,0.7733852723079435,0.7734083350944059,-0.26225827297114995,0.814660586023299,0.8153757273021036,0.8136113915049507,0.814429473398398,0.6863082112826226,0.31985282121311953,0.33053748206851336,0.31197020661936203,0.3213460954549801,0.1393296983674777,0.7658403803259834,0.7678570406638594,0.7637250010483896,0.7657351307568404,-0.18440913095177533,0.861715652302545,0.8628546474072845,0.8603080140916517,0.8614286788529596,0.24909003951023764,0.9995977472736793,1.0,0.9994631899619432,0.9995017662555964,0.0843522973712028,0.19973115849558173,0.20901921853205388,0.19083163825190685,0.19987702036315128,-0.10357176857858445,0.9201085478718974,0.9200854262846714,0.9198594359550498,0.9196919632751812,-0.26767252668338637,0.949213244672212,0.9491141223983622,0.949269987831555,0.9490212966213952,-0.39872447997439153,0.26309334486346914,0.2682143704566888,0.2594700078271863,0.2626666851502254,-0.0024918486190385974,0.9028815684994045,0.9037336366487979,0.9015325103503604,0.9023266802368278,-0.31548073536457955
Najnizszy_tsla_us_d,0.7732395081937136,0.7733054117992633,0.7734614723329859,0.7733803652255373,-0.2641709526035052,0.8145656279592646,0.815222483173977,0.8136194783633258,0.8143820570992479,0.6819529485082797,0.31870338032620044,0.3293135345457355,0.31094214726656305,0.3202360617199579,0.13455803051571097,0.76558483964014,0.7675409962959823,0.7635396530461993,0.7654814937512959,-0.1859191437252579,0.8622837360044204,0.8633442213286879,0.8610393619283232,0.8620542277942816,0.24282487432623875,0.9996002805996212,0.9994631899619432,1.0,0.9996726730615022,0.07684060965079276,0.20157718136483224,0.21065201283230778,0.19284612515782362,0.20171508635171587,-0.10571449624208265,0.9200596865969671,0.9199634072677644,0.9199346071214548,0.9196878647170844,-0.27065530557193473,0.9490284825875086,0.9488512732839054,0.9492384098885593,0.9488982275077151,-0.4000555542619228,0.26367111882201166,0.26865054948348777,0.2601491278857499,0.26321879240469637,-0.005371675345347061,0.9036465611355974,0.9044457858668741,0.9023687934099599,0.9031054250800431,-0.3167543810721306
Zamkniecie_tsla_us_d,0.7732806812094797,0.7733655889485085,0.773478820544176,0.7734965849529887,-0.2634258672101399,0.8145502491436626,0.815264023543382,0.8136134215230939,0.8144776994657188,0.6837925640101012,0.31863879144874285,0.32929502606801997,0.31084268453400904,0.3202655980236583,0.13626980632067864,0.7657624050196568,0.7677434854901052,0.76367612797005,0.7657171601802831,-0.18503887438747224,0.8620861995597323,0.863280899314565,0.8608984901105188,0.8621035551436554,0.24557108090544352,0.9991896047884674,0.9995017662555964,0.9996726730615022,1.0,0.0813646539826118,0.2002988164753947,0.20946901551730066,0.19156126470961413,0.20068674896534264,-0.1048283136846521,0.9202317953132179,0.9202495376295469,0.9201557612583595,0.9200874254324893,-0.26959280639804667,0.9491471338110021,0.9491069280923519,0.9494051965213608,0.9492725741710855,-0.3995822038378997,0.26351425846446846,0.2685653944166253,0.25997575261800676,0.2631631986282536,-0.004316554374689601,0.9032913197205745,0.9041662481272407,0.90205491788698,0.9029201806749747,-0.31636537059493197
Wolumen_tsla_us_d,0.3742219984832438,0.375993613460403,0.37220273143283045,0.3751197984267084,-0.20527608117133658,0.3186712270741755,0.3194523999992743,0.31868676352234454,0.3191934876297292,0.04209635343489826,0.02484224832865275,0.02709358137133214,0.01965261662076916,0.02223342813040638,-0.016994487136330186,0.33453292342714347,0.33378869315985593,0.3339830897865477,0.33355451276147624,-0.20022922809511506,0.31426736873571376,0.3149440962900165,0.31275896574166506,0.3139431374773372,0.16269941146946856,0.08040500489056669,0.0843522973712028,0.07684060965079276,0.0813646539826118,1.0,0.0015977655856517284,0.008038156581547521,-0.006401311985578111,-4.1495773483309976e-05,-0.044996026399430795,0.26948437878846276,0.27084933909073633,0.2683906192005173,0.26977639377053747,-0.1678386452161462,0.2190932927572197,0.22022352878723056,0.21808109391357883,0.21923192909488587,-0.3065746047421506,0.4037098983139534,0.40769730697907136,0.3974786168870899,0.4023619659172254,-0.012010239651362482,0.20516317227615927,0.20567969099737335,0.20457272271825078,0.20535332234230944,-0.22665071046223428
Otwarcie_ibm_us_d,0.16543901650386272,0.1629325527517148,0.1677705288199849,0.16391150423314316,-0.131998531021954,0.20549303731431212,0.20348249549963962,0.20566246770057464,0.20436033783315066,0.28447039898251375,0.5178068407055146,0.5132164480162845,0.5205095562188558,0.5153732711532508,-0.301404040728986,0.21253061810998203,0.2105183265072543,0.21530580873448013,0.21250332028237684,-0.17755657284465085,0.19426609853075888,0.19256102370098774,0.19599661836450855,0.19385139261357068,-0.23556335526473382,0.20067328100696036,0.19973115849558173,0.20157718136483224,0.2002988164753947,0.0015977655856517284,1.0,0.9979299046407663,0.9978680399396705,0.9956739240439659,-0.2212918925240024,0.16028667799091842,0.15932264501262167,0.16118347450498355,0.16013252771338976,-0.16917813557064232,0.2053958920477206,0.20449412127414837,0.20636632266016325,0.20518692333635283,-0.04360788292593562,0.20450263321949794,0.2012394008403182,0.20735624504255531,0.20331088895285854,-0.15669310448691776,0.2314835608467757,0.23004476471019197,0.2326554665781277,0.23137331149475088,0.01405381426274882
Najwyzszy_ibm_us_d,0.17280715609423047,0.17069757059448476,0.17515325413030863,0.171683752314729,-0.12729278888485127,0.21270481542166655,0.21109882107536734,0.21291828370201635,0.21199709755563254,0.29430864931116785,0.5178247130942223,0.5140434784718363,0.5205443910388879,0.5161504014328229,-0.2881470231879726,0.21970731219726253,0.21810720562485525,0.2225075105603348,0.22011584032707993,-0.17473988501107157,0.20150361595319574,0.20021474298238368,0.20320770910272198,0.2014705950781841,-0.21916611420880158,0.20989374506320244,0.20901921853205388,0.21065201283230778,0.20946901551730066,0.008038156581547521,0.9979299046407663,1.0,0.9971921932887994,0.997897267071406,-0.2061819285056912,0.1697856355954155,0.1690380710590283,0.17063593712098493,0.16980275194859135,-0.1649882492475975,0.21488826697994493,0.2141668929266297,0.21582627586373712,0.2148300601262944,-0.04328969469728905,0.20535774261009201,0.20309234581930435,0.20833727819306463,0.20516266121922322,-0.15137615589233136,0.2380179759184057,0.23699746238990654,0.2391945056313579,0.23832318876121147,0.01973116412357787
Najnizszy_ibm_us_d,0.15467126415149848,0.15214800896332928,0.15745436306594,0.15347842493557395,-0.13914489797185536,0.1950961792959427,0.19313986404142003,0.19576554237666827,0.1944388690871897,0.2746628644982511,0.5158756172604996,0.511284957349582,0.5195980227344146,0.5143039874914493,-0.3169205113743242,0.2024444977630357,0.20046177386960246,0.20566978639852665,0.2028680084908413,-0.18014612047504144,0.1842493083075673,0.182580399168723,0.18659732879062021,0.1843795512650495,-0.2551969485475426,0.19182150689321817,0.19083163825190685,0.19284612515782362,0.19156126470961413,-0.006401311985578111,0.9978680399396705,0.9971921932887994,1.0,0.9979379353690526,-0.2389498566550086,0.1488809794805258,0.14787292720170936,0.15006971599791075,0.1489710810694477,-0.17595426542808792,0.19439414506221422,0.193490261558654,0.1956204550349613,0.19444178488408084,-0.04226026354171906,0.1984275002731961,0.19518294279102982,0.20229365602114177,0.19816477071454847,-0.16566109255140077,0.22261618686228046,0.22124205510601644,0.22425832122226977,0.22297415209555657,0.00776418669451273
Zamkniecie_ibm_us_d,0.16281071423652788,0.1606328325802306,0.1655268681211496,0.16206823113293076,-0.1338218452285181,0.20318061927476833,0.20162355185786768,0.20384521108164394,0.20311465876038026,0.2856953288849877,0.5171681576268877,0.513304803991915,0.5207101321250015,0.5165708566715911,-0.30284305823403534,0.2104450689062386,0.20882118427808624,0.2136548351470576,0.21147194225207314,-0.17731257423498806,0.191800675851991,0.1906169800649207,0.19415117842589874,0.1926440164609338,-0.23812662637301873,0.20077536487465256,0.19987702036315128,0.20171508635171587,0.20068674896534264,-4.1495773483309976e-05,0.9956739240439659,0.997897267071406,0.9979379353690526,1.0,-0.22399490617460602,0.15883493258380313,0.15809870705682758,0.16000167094655618,0.15933125945770718,-0.1715733177943067,0.20420097681459484,0.203524463344409,0.20543029180906003,0.2046315861956561,-0.042202844492668076,0.20059636266033704,0.19821630301177115,0.20443224395304282,0.2015796776277437,-0.16006608698442978,0.2296289675192949,0.2286504772870825,0.2312707064225767,0.23059818531516574,0.013600999712626403
Wolumen_ibm_us_d,-0.20911542802640481,-0.20640687728688867,-0.2119935137344499,-0.20850066349134377,0.38437933253880235,-0.20594677410349377,-0.20403459360837173,-0.2084741801925144,-0.20620042154457313,-0.03283619303556758,-0.19408847553834,-0.1910464979021467,-0.19781853228720897,-0.19372576082868664,0.3926897621464341,-0.22436539663991018,-0.22191293313167043,-0.22785219261970652,-0.2246482112133216,0.2892713721264957,-0.20124420051247344,-0.1995103359843659,-0.20476009956357763,-0.20223406865277777,0.32335077478556135,-0.1043771183043942,-0.10357176857858445,-0.10571449624208265,-0.1048283136846521,-0.044996026399430795,-0.2212918925240024,-0.2061819285056912,-0.2389498566550086,-0.22399490617460602,1.0,-0.15711013575340485,-0.15586350662299822,-0.15901466962204383,-0.15754041652775538,0.3972216942360204,-0.15269023626008701,-0.1516484722907291,-0.1543737198548093,-0.1531021044771295,0.31757364360384016,-0.2601280687870741,-0.25611190441297715,-0.2651637860439556,-0.26025686447643365,0.28297327336050854,-0.16741989427961793,-0.1650184907335075,-0.17020351691084712,-0.16756407337381382,0.34611889710021065
Otwarcie_msft_us_d,0.915436958615139,0.9157338161292992,0.9150081376477692,0.9151434426635764,-0.3546503854798301,0.9296217098969172,0.9302884927036904,0.9291737719967318,0.9296924318004973,0.6355829271904556,0.3024952748183602,0.3130998516948259,0.29331968016441984,0.30280260875555265,0.07807174595712169,0.8885621506852598,0.8896395392696536,0.8870912601522033,0.8881919394577361,-0.29406875611917355,0.9664655150874304,0.9674176079032523,0.9652894760246737,0.9663093048165297,0.2771732882738755,0.9200232344561866,0.9201085478718974,0.9200596865969671,0.9202317953132179,0.26948437878846276,0.16028667799091842,0.1697856355954155,0.1488809794805258,0.15883493258380313,-0.15711013575340485,1.0,0.9999005917117356,0.9998867123864641,0.9997574897982185,-0.370561401608034,0.9851240427745098,0.985001329895274,0.9854198650871672,0.9851555298331603,-0.5335187700805158,0.4771129009916693,0.48292284325393164,0.4720762842126603,0.4764540558381092,-0.03776641331136762,0.9469951409717619,0.9478019075366423,0.9460171556454786,0.9467807018202354,-0.39701736436423396
Najwyzszy_msft_us_d,0.9154047210376987,0.9157671814436571,0.9149545153946637,0.9151856894494299,-0.35337450232676154,0.9295060590063362,0.930251859029707,0.9290384319016439,0.9296538313227151,0.6372087020585141,0.30293356265537996,0.3136067808590506,0.29366693569773616,0.3032748560207174,0.08083448440605269,0.8884853897344098,0.8896459229477911,0.8870100183844949,0.8882055184854124,-0.29344249325522254,0.9659505987596316,0.9670393956277231,0.9647800496029273,0.9659391717608076,0.2807848642747618,0.9199021532539027,0.9200854262846714,0.9199634072677644,0.9202495376295469,0.27084933909073633,0.15932264501262167,0.1690380710590283,0.14787292720170936,0.15809870705682758,-0.15586350662299822,0.9999005917117356,1.0,0.9998504418534868,0.9998791422307803,-0.36824323149082305,0.9852534679337585,0.9852559240074934,0.9855823963386563,0.9854420323622769,-0.5327129212755786,0.47626741246500504,0.4822071872050416,0.4711847586700469,0.4757183767224979,-0.03671153789476961,0.9465812994542968,0.9474642096675885,0.9455899628016993,0.9464489263900816,-0.3958012908398519
Najnizszy_msft_us_d,0.9154871896400795,0.91576428086643,0.9151395762770357,0.9152602420943002,-0.3564295038647546,0.9295877273381314,0.9302431600621845,0.9292398166704284,0.929752426454354,0.6345035728908447,0.30216721365666516,0.31274500253070536,0.2931088767904155,0.30258083014254844,0.07496481865176573,0.8882115421967263,0.8892779714749198,0.8868336341588534,0.8879211280307733,-0.295210913250795,0.9667901529880284,0.9677706947296503,0.96581099907343,0.966830005015091,0.27297026089486975,0.9197343564480106,0.9198594359550498,0.9199346071214548,0.9201557612583595,0.2683906192005173,0.16118347450498355,0.17063593712098493,0.15006971599791075,0.16000167094655618,-0.15901466962204383,0.9998867123864641,0.9998504418534868,1.0,0.9998853941718643,-0.373426858711076,0.9848120155898581,0.9847290971712841,0.9852667946122966,0.9850343547287581,-0.5346019022990897,0.47793910843169185,0.4836767485731633,0.4730432952555279,0.4773755487946819,-0.040228977653601235,0.9473806734183515,0.9481824167847028,0.946500212176161,0.9472687195677917,-0.39860966454557417
Zamkniecie_msft_us_d,0.915397045536917,0.9157343482539516,0.9150269615052113,0.9152638479497199,-0.35510021874074815,0.9294387078080527,0.9301761705171882,0.9290791311956516,0.9297323235633429,0.6358485673284392,0.3024506816297428,0.313102821815913,0.29331377934480873,0.30297323984531443,0.07752318664100945,0.8882265451812886,0.8893629515012067,0.8868375486327058,0.8880677468804262,-0.2945526517008445,0.9662254751409752,0.9673470045450872,0.9652556573025509,0.9664837892146414,0.27648319282304673,0.9194770031118779,0.9196919632751812,0.9196878647170844,0.9200874254324893,0.26977639377053747,0.16013252771338976,0.16980275194859135,0.1489710810694477,0.15933125945770718,-0.15754041652775538,0.9997574897982185,0.9998791422307803,0.9998853941718643,1.0,-0.37109159370889433,0.9848226105109701,0.9848552548612999,0.9852962189961922,0.985244240154971,-0.5337502575322441,0.47710888312633126,0.4829758265148335,0.47219020017269786,0.4767388314659259,-0.03912725300900164,0.9468889679671756,0.9477666828105717,0.9460015220859387,0.9469104821504326,-0.39732831702983656
Wolumen_msft_us_d,-0.5290078203125533,-0.5266489593484905,-0.5319553307436027,-0.5296283810368649,0.5494996594461741,-0.4926770587961508,-0.4902058496642573,-0.49654946704250635,-0.49368598623695753,-0.04549696333518902,-0.27780350280042737,-0.2761802036771779,-0.28092660963021837,-0.27782965455965036,0.48537003808528917,-0.5097343211883127,-0.5058352061616166,-0.5140098493450785,-0.5099464165937072,0.48682207335683864,-0.4897993823441736,-0.4873173959728367,-0.49441388399653696,-0.4912831427425246,0.2950250863069366,-0.2686147628434565,-0.26767252668338637,-0.27065530557193473,-0.26959280639804667,-0.1678386452161462,-0.16917813557064232,-0.1649882492475975,-0.17595426542808792,-0.1715733177943067,0.3972216942360204,-0.370561401608034,-0.36824323149082305,-0.373426858711076,-0.37109159370889433,1.0,-0.3521236914967189,-0.35057529179705893,-0.3545170661357313,-0.3528839460363666,0.6288690029437927,-0.5967456087253674,-0.592146837572112,-0.6020494260586057,-0.5977046752724119,0.35086963389603665,-0.4029667344535938,-0.4006900813026665,-0.40597933876189346,-0.4034734405322753,0.5012044012791445
Otwarcie_aapl_us_d,0.8926240379954875,0.8928016390857502,0.8924167003670908,0.8923775507972074,-0.3393734891613412,0.9168766957116512,0.9175989666068675,0.9160920994634296,0.9168578678345068,0.6906935949577674,0.3641409485733749,0.37508489474459994,0.3550585308181648,0.36481711994619986,0.08565148362634109,0.8715685243229899,0.8727358727703887,0.8702219329556494,0.8713082293481101,-0.2856871633005867,0.9471921911347495,0.948322599406705,0.945756085152915,0.9469338025841146,0.2730126650906845,0.9492088384167243,0.949213244672212,0.9490284825875086,0.9491471338110021,0.2190932927572197,0.2053958920477206,0.21488826697994493,0.19439414506221422,0.20420097681459484,-0.15269023626008701,0.9851240427745098,0.9852534679337585,0.9848120155898581,0.9848226105109701,-0.3521236914967189,1.0,0.9998907531069101,0.9998684147773077,0.9997165536786571,-0.5031336170283989,0.42428241561784624,0.4300468633366327,0.41960800238619195,0.4237692960977603,-0.043872276402725806,0.9509414215360278,0.9518345229596996,0.9499962938335734,0.9507804808037525,-0.38488757794814094
Najwyzszy_aapl_us_d,0.8924264159508895,0.892649891441163,0.8921985369423459,0.8922325323201404,-0.3382985669982513,0.9165699602880212,0.917362551199657,0.9157852146144592,0.9166363753509832,0.6918434320727405,0.36425743109237946,0.3752860033348212,0.3551297532030998,0.3650080909216545,0.08778875327301502,0.8715123075237208,0.8727460334217296,0.8701544887703186,0.8713205866087063,-0.28503233603148614,0.9466387523643545,0.9478909688647982,0.9452233157260569,0.9465216914873308,0.2757953711344746,0.9489796989898379,0.9491141223983622,0.9488512732839054,0.9491069280923519,0.22022352878723056,0.20449412127414837,0.2141668929266297,0.193490261558654,0.203524463344409,-0.1516484722907291,0.985001329895274,0.9852559240074934,0.9847290971712841,0.9848552548612999,-0.35057529179705893,0.9998907531069101,1.0,0.9998491927500935,0.9998691485358687,-0.5018466400552872,0.42345352293137645,0.42933354165421356,0.41874442424054564,0.4230374298549598,-0.04311860356565703,0.9503825972326975,0.9513561216649303,0.9494433997167754,0.9503229763539685,-0.38390561961704595
Najnizszy_aapl_us_d,0.8929824827982832,0.893144956576037,0.8928497672128524,0.8927981028557458,-0.3409462798489212,0.9173965660804144,0.9181181972672364,0.9167171291165571,0.9174802751695765,0.6901842234575485,0.3646772286171397,0.37564114079445865,0.3557277209711676,0.3655095973611885,0.082737662273189,0.8719802077167037,0.873131711671518,0.8707023292988281,0.8717756532630856,-0.2868704023249324,0.947872952764827,0.9490352901032894,0.9466234253813176,0.9478055222350824,0.26928213808504975,0.9492084207383732,0.949269987831555,0.9492384098885593,0.9494051965213608,0.21808109391357883,0.20636632266016325,0.21582627586373712,0.1956204550349613,0.20543029180906003,-0.1543737198548093,0.9854198650871672,0.9855823963386563,0.9852667946122966,0.9852962189961922,-0.3545170661357313,0.9998684147773077,0.9998491927500935,1.0,0.9998722776842566,-0.5050193644766273,0.4254159880397979,0.4311451538780838,0.4208435535369677,0.42499464595031894,-0.04600891728173264,0.9517845867344519,0.952694436750187,0.9509406134691297,0.9517440849120126,-0.3864339888654148
Zamkniecie_aapl_us_d,0.8926561533900145,0.8928634243914828,0.8925001978220699,0.8925525204868493,-0.33984047558781094,0.9168976007612348,0.9176928163443484,0.916219941665158,0.9171114289238973,0.6909936005724711,0.3644366381747745,0.3754754049389468,0.3554421850762986,0.3654016256765722,0.08484689373114786,0.8716925526226185,0.872910833252259,0.8704125772658837,0.8716150797185287,-0.28625832621572017,0.9471434294008012,0.9484394094663438,0.9459188847928792,0.947298401389271,0.2720606833198727,0.9488456901693542,0.9490212966213952,0.9488982275077151,0.9492725741710855,0.21923192909488587,0.20518692333635283,0.2148300601262944,0.19444178488408084,0.2046315861956561,-0.1531021044771295,0.9851555298331603,0.9854420323622769,0.9850343547287581,0.985244240154971,-0.3528839460363666,0.9997165536786571,0.9998691485358687,0.9998722776842566,1.0,-0.5035058467781142,0.4244484826193032,0.4302903590295584,0.4198637935998398,0.42420911561623403,-0.04513504014353609,0.9510247046776609,0.9520136445761157,0.9501911285662143,0.9511363145016315,-0.3854019529244273
Wolumen_aapl_us_d,-0.7126614970106132,-0.7118099828887329,-0.7140207331439997,-0.713259534654805,0.5467783228787304,-0.6725042464006686,-0.6712029769872707,-0.6751228728572273,-0.6733505729560609,-0.15134428752983112,-0.32273850083915534,-0.3246826458270625,-0.3214614355892383,-0.3224230166923511,0.34800808461772215,-0.6814392716141241,-0.6787176099028107,-0.6839379983257029,-0.6812160518876156,0.46035787325573585,-0.6590120354609639,-0.6578041368944502,-0.6614830456941622,-0.6598846054354106,0.07393362898450259,-0.3990761319995867,-0.39872447997439153,-0.4000555542619228,-0.3995822038378997,-0.3065746047421506,-0.04360788292593562,-0.04328969469728905,-0.04226026354171906,-0.042202844492668076,0.31757364360384016,-0.5335187700805158,-0.5327129212755786,-0.5346019022990897,-0.5337502575322441,0.6288690029437927,-0.5031336170283989,-0.5018466400552872,-0.5050193644766273,-0.5035058467781142,1.0,-0.7052227113669279,-0.7048005701776194,-0.7057155180476071,-0.7053663711904052,0.24646424283131943,-0.5681545757021242,-0.5670940682982367,-0.5701218059418209,-0.5687454831640368,0.5889054230929187
Otwarcie_t_us_d,0.7204440335203295,0.7197187808404899,0.7211565327862294,0.7200698288206004,-0.5007204977721517,0.6447960222172994,0.6430640636943891,0.6474312901856751,0.6452291900651499,0.04948160521585458,0.2569849697777079,0.25647431233596685,0.25458706173707285,0.25381290579342514,-0.3500744993316486,0.6539836920707747,0.6502056497926909,0.6565115572961041,0.6527401315630778,-0.49622266432437195,0.6347751876129101,0.6328344547026171,0.6365441628800258,0.6345599383421073,-0.01409419404883026,0.2631258259624598,0.26309334486346914,0.26367111882201166,0.26351425846446846,0.4037098983139534,0.20450263321949794,0.20535774261009201,0.1984275002731961,0.20059636266033704,-0.2601280687870741,0.4771129009916693,0.47626741246500504,0.47793910843169185,0.47710888312633126,-0.5967456087253674,0.42428241561784624,0.42345352293137645,0.4254159880397979,0.4244484826193032,-0.7052227113669279,1.0,0.9990152527051712,0.998957236286437,0.9984538003970088,-0.23366430262629906,0.47327665020358006,0.47229992628933076,0.4746681926033399,0.47351242122060366,-0.4464420578552603
Najwyzszy_t_us_d,0.7249079572061158,0.7244386839062305,0.7255327659243006,0.7247449218484628,-0.496507661231322,0.6494710612209978,0.6480259956504811,0.6521318258978952,0.6501703525898965,0.05613822921207318,0.25712885090113985,0.257417873739371,0.25470054874087306,0.25468806492222573,-0.3411547648890201,0.6584441559680446,0.6549216767013382,0.6609211455154549,0.6574047953477175,-0.49394024424813504,0.6389980734510632,0.6372990883411982,0.6406949847531607,0.6389518351333315,-0.002029425117850285,0.2681893027144907,0.2682143704566888,0.26865054948348777,0.2685653944166253,0.40769730697907136,0.2012394008403182,0.20309234581930435,0.19518294279102982,0.19821630301177115,-0.25611190441297715,0.48292284325393164,0.4822071872050416,0.4836767485731633,0.4829758265148335,-0.592146837572112,0.4300468633366327,0.42933354165421356,0.4311451538780838,0.4302903590295584,-0.7048005701776194,0.9990152527051712,1.0,0.9980217460394162,0.9990041172304701,-0.22361680091851527,0.4776452410898072,0.4770562858561024,0.4790473982225987,0.47823349571008633,-0.44426445050870345
Najnizszy_t_us_d,0.7156493516285298,0.7149324495044894,0.7166782538980918,0.7155171278558408,-0.5043740500834268,0.6402568648523981,0.6385362432122599,0.6431693611388692,0.6409461778658655,0.04372112307134574,0.25655546093645215,0.2557192135595184,0.2546934338468298,0.2534960164364323,-0.3593853759774166,0.6494596388550963,0.645676236617011,0.6522306664931524,0.6484102192410975,-0.497787191118232,0.6307880078276061,0.6288464023324379,0.6328672738250853,0.6308336736745246,-0.026351419416431057,0.25953634711324736,0.2594700078271863,0.2601491278857499,0.25997575261800676,0.3974786168870899,0.20735624504255531,0.20833727819306463,0.20229365602114177,0.20443224395304282,-0.2651637860439556,0.4720762842126603,0.4711847586700469,0.4730432952555279,0.47219020017269786,-0.6020494260586057,0.41960800238619195,0.41874442424054564,0.4208435535369677,0.4198637935998398,-0.7057155180476071,0.998957236286437,0.9980217460394162,1.0,0.9990284858920102,-0.248908004638893,0.4693789199912416,0.4682511460728526,0.47097877283871203,0.46965966087817196,-0.44858915698565455
Zamkniecie_t_us_d,0.7193933999262587,0.7188931132882155,0.7203052772670886,0.7194638138235923,-0.4998817025961783,0.644111504711128,0.6426491468504988,0.6470115781924846,0.6451296757365718,0.04960083469847316,0.2573341783702652,0.25724453742284953,0.25534134677547626,0.2551168700920927,-0.35058341818925337,0.6534328499438695,0.6498667524880778,0.6561441556841434,0.6527013447171702,-0.49589922069460113,0.6337513982086934,0.6320615535858201,0.635781482423621,0.6341312422190015,-0.014261178718110586,0.2626787567966797,0.2626666851502254,0.26321879240469637,0.2631631986282536,0.4023619659172254,0.20331088895285854,0.20516266121922322,0.19816477071454847,0.2015796776277437,-0.26025686447643365,0.4764540558381092,0.4757183767224979,0.4773755487946819,0.4767388314659259,-0.5977046752724119,0.4237692960977603,0.4230374298549598,0.42499464595031894,0.42420911561623403,-0.7053663711904052,0.9984538003970088,0.9990041172304701,0.9990284858920102,1.0,-0.23839696047070086,0.4722886477580743,0.47153415544192634,0.4738783521358288,0.4730203987942024,-0.44605524875284625
