Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Otwarcie_brk-a_us_d,Najwyzszy_brk-a_us_d,Najnizszy_brk-a_us_d,Zamkniecie_brk-a_us_d,Wolumen_brk-a_us_d,Otwarcie_xom_us_d,Najwyzszy_xom_us_d,Najnizszy_xom_us_d,Zamkniecie_xom_us_d,Wolumen_xom_us_d,Otwarcie_pfe_us_d,Najwyzszy_pfe_us_d,Najnizszy_pfe_us_d,Zamkniecie_pfe_us_d,Wolumen_pfe_us_d,Otwarcie_^spx_d,Najwyzszy_^spx_d,Najnizszy_^spx_d,Zamkniecie_^spx_d,Wolumen_^spx_d,Otwarcie_tsla_us_d,Najwyzszy_tsla_us_d,Najnizszy_tsla_us_d,Zamkniecie_tsla_us_d,Wolumen_tsla_us_d,Otwarcie_ibm_us_d,Najwyzszy_ibm_us_d,Najnizszy_ibm_us_d,Zamkniecie_ibm_us_d,Wolumen_ibm_us_d,Otwarcie_msft_us_d,Najwyzszy_msft_us_d,Najnizszy_msft_us_d,Zamkniecie_msft_us_d,Wolumen_msft_us_d,Otwarcie_aapl_us_d,Najwyzszy_aapl_us_d,Najnizszy_aapl_us_d,Zamkniecie_aapl_us_d,Wolumen_aapl_us_d,Otwarcie_t_us_d,Najwyzszy_t_us_d,Najnizszy_t_us_d,Zamkniecie_t_us_d,Wolumen_t_us_d,Otwarcie_ms_us_d,Najwyzszy_ms_us_d,Najnizszy_ms_us_d,Zamkniecie_ms_us_d,Wolumen_ms_us_d
2010-06-28,41.822,42.375,41.6807,42.1338,22314815.244668,121600.0,121999.0,121200.0,121200.0,1750.0,36.9106,36.962,36.3893,36.3893,69060467.710102,9.58539,9.63516,9.45851,9.48779,68374592.965155,1077.5,1082.6,1071.45,1074.57,2164672222.0,1.13333,1.13333,1.13333,1.13333,,83.8727,85.0633,83.6053,84.7383,9629499.4631729,19.2506,19.338,18.9539,19.1008,93805195.230357,8.12771,8.21225,8.05234,8.16819,686016901.22552,9.13427,9.24478,9.12475,9.16134,59485121.592817,19.7592,19.7906,19.2844,19.3688,16297401.988452
2010-06-29,41.8778,42.1122,41.5896,41.9837,28542879.158708,120300.0,121950.0,119405.0,120199.0,1602.0,36.0956,36.151,35.4722,35.6551,84397284.651258,9.40972,9.4468,9.25347,9.31701,99377149.690552,1071.1,1071.1,1035.18,1041.24,3409277778.0,1.26667,1.66667,1.16933,1.59267,281749140.0,83.6784,84.3772,81.5442,82.1873,14218801.817196,18.939,19.0164,18.1576,18.3145,152259197.01646,8.04845,8.04845,7.74129,7.79871,1327047210.9918,9.12768,9.14158,8.90812,8.97911,143964043.01102,18.9743,18.991,18.3807,18.5249,28985647.772723
2010-06-30,41.8454,42.2485,41.7719,41.8611,22296382.645263,119530.0,121102.0,119085.0,120000.0,1224.0,35.6784,35.9234,35.4245,35.5159,70587697.622075,9.277,9.44583,9.24284,9.30334,77645956.019355,1040.56,1048.08,1028.33,1030.71,2815044444.0,1.71933,2.028,1.55333,1.58867,257915910.0,82.032,82.2712,80.8064,81.1381,12201519.188503,18.2698,18.6094,18.0326,18.0802,103062331.61633,7.81557,7.85364,7.61188,7.65745,866038589.11202,8.9396,8.97253,8.85177,8.87885,101319627.75726,18.5357,18.7958,18.2837,18.3405,25027390.01968
2010-07-01,41.8592,41.9926,41.567,41.8651,25350093.115146,119394.0,119499.0,116975.0,118095.0,1428.0,35.4605,35.6434,34.9577,35.232,76717604.276461,9.32384,9.35019,9.13168,9.28383,104011403.3185,1031.1,1033.58,1010.91,1027.37,3575427778.0,1.66667,1.728,1.35133,1.464,123447945.0,81.3801,81.6027,79.9007,80.5458,14813111.75855,18.1428,18.3235,17.8589,18.1964,117352273.72297,7.73601,7.75694,7.40462,7.56522,1199106799.064,8.90447,8.9557,8.80932,8.93521,139441814.32348,18.3366,18.4651,17.695,18.2395,27613491.068372
2010-07-02,42.1122,42.2328,41.7101,41.871,14857318.568554,118000.0,118703.0,115037.0,115500.0,786.0,35.3808,35.4673,34.8157,35.2057,52631034.923472,9.32384,9.36873,9.20078,9.22342,62408017.715167,1027.65,1032.95,1015.93,1022.58,2204722222.0,1.53333,1.54,1.24733,1.28,77127105.0,81.0084,81.0084,79.2477,80.0558,9809116.322207,18.3145,18.4485,18.114,18.2848,79518658.762405,7.63162,7.6388,7.40392,7.51747,813946581.51914,8.96374,8.96741,8.84738,8.91398,63206310.44947,18.4151,18.4407,17.8854,18.0364,15095030.454076
2010-07-06,42.172,42.2408,41.5817,41.871,21795258.840609,116700.0,118306.0,115165.0,116505.0,892.0,35.5811,35.8408,35.3302,35.76,59291458.346324,9.35019,9.40288,9.22342,9.32384,110232884.44116,1028.09,1042.5,1018.35,1028.06,2606244444.0,1.33333,1.33333,1.05533,1.074,103189440.0,81.2768,81.9003,80.2715,81.1225,9634556.2210361,18.6372,18.9301,18.528,18.7177,93630139.760685,7.51747,7.69672,7.49484,7.56991,720822723.59173,8.98277,8.99521,8.87958,8.96081,98055401.787462,18.3631,18.4995,17.9412,18.1463,15464375.756567
2010-07-07,42.0494,43.0193,41.8367,42.9555,24378846.250167,116350.0,119899.0,115895.0,119889.0,884.0,35.7037,36.3747,35.6366,36.3621,67110475.580563,9.3375,9.54342,9.26508,9.53757,82973226.951275,1028.54,1060.89,1028.54,1060.27,2739566667.0,1.09333,1.10867,0.998667,1.05333,103873710.0,81.4055,83.5379,81.1313,83.454,10730523.183886,18.7177,19.1078,18.5528,19.0929,104226397.2545,7.62962,7.87737,7.60321,7.87388,765745963.40246,8.96741,9.11304,8.9191,9.08743,85138173.356718,18.2395,18.9832,18.2169,18.9174,20060635.367685
2010-07-08,43.1821,43.7499,42.9802,43.5008,22314497.0896,119474.0,119890.0,118100.0,118900.0,1196.0,36.7997,36.8424,36.1783,36.5993,64957054.474266,9.64393,9.77373,9.53757,9.67224,91589471.717062,1062.92,1071.25,1058.24,1070.25,2526922222.0,1.076,1.168,1.038,1.164,115793085.0,83.6862,84.2006,83.2627,84.0669,8251475.0515015,19.0929,19.347,18.8357,19.1812,64595981.018186,7.99352,8.00328,7.75963,7.85764,864695113.68583,9.10938,9.18037,9.03986,9.17745,62725219.791012,19.1794,19.3148,18.8497,19.1176,18878004.066758
2010-07-09,43.2106,43.2831,42.7928,42.9066,17102057.573927,118500.0,119750.0,118350.0,119700.0,672.0,36.5945,36.7248,36.2803,36.5798,41737438.71933,9.69078,9.69663,9.54342,9.63516,49963719.28002,1070.5,1078.16,1068.1,1077.96,1948094444.0,1.172,1.19333,1.10333,1.16,60879090.0,84.0317,84.2426,83.6365,84.0581,5932556.5601087,19.1812,19.1812,18.9747,19.0691,68470213.838869,7.82065,7.91246,7.7688,7.90399,508030678.06212,9.18915,9.29746,9.17305,9.27478,52557268.813839,19.046,19.5424,18.991,19.513,12915826.712871
2010-07-12,42.8653,42.9066,42.5664,42.6722,15218552.03703,119025.0,119659.0,118000.0,119205.0,512.0,36.2745,36.68,36.221,36.68,37798864.48639,9.6088,9.74836,9.58539,9.74348,58801829.961265,1077.23,1080.78,1070.45,1078.75,1903883333.0,1.19667,1.20467,1.13333,1.13667,33053550.0,83.6862,84.6466,83.5613,84.5471,6406824.0906872,19.205,19.5585,19.1872,19.5078,63454039.440424,7.87049,7.97169,7.75863,7.83321,659250729.94403,9.24404,9.28429,9.18915,9.27478,46410518.822171,19.4522,19.4894,19.1088,19.403,9984742.9919313
2010-07-13,42.9418,43.2036,42.8359,42.878,15377188.029042,119675.0,120266.0,118653.0,119844.0,1888.0,37.0904,37.1653,36.7432,36.9776,48934413.831819,9.78935,9.85472,9.62735,9.65272,76643695.823354,1080.65,1099.46,1080.65,1095.34,2578033333.0,1.15933,1.24267,1.12667,1.20933,40200900.0,84.7383,86.0519,84.5646,85.7289,10140461.533941,19.755,19.8802,19.5674,19.7471,78488105.039727,7.79991,7.80579,7.50231,7.66631,1393062072.1264,9.31284,9.40725,9.30699,9.32016,70042243.223292,19.6856,20.3499,19.6856,20.2713,22571315.412911
2010-07-14,42.6379,43.0056,42.5594,42.9625,13642003.937633,119800.0,119800.0,118698.0,119020.0,874.0,36.931,36.931,36.4826,36.8794,41864881.570733,9.6088,9.76397,9.56,9.68297,69765914.949963,1095.61,1099.08,1087.68,1095.17,2511694444.0,1.196,1.34333,1.184,1.32267,62941650.0,84.955,86.4765,84.8359,85.888,10006767.413944,20.0469,20.1234,19.7392,19.9864,92567515.014532,7.58597,7.78685,7.58067,7.69433,952460889.01343,9.28429,9.37943,9.26015,9.32016,56367968.724389,20.1055,20.2399,19.821,20.1761,16863146.662168
2010-07-15,42.9625,43.0546,42.4535,42.7084,18096474.69359,119144.0,119910.0,117700.0,119670.0,836.0,36.9397,37.0262,36.4632,36.8881,39744564.613721,9.69078,9.74348,9.56,9.70152,66852669.698001,1094.46,1098.66,1080.53,1096.48,2529150000.0,1.32933,1.43333,1.26667,1.326,56179455.0,85.3375,86.0187,85.1326,85.888,9415380.8626988,20.0301,20.1064,19.628,20.0469,72431305.05191,7.55824,7.82324,7.52794,7.65465,962549613.20351,9.33772,9.35748,9.24771,9.34138,100269730.82714,20.1919,20.3106,19.5856,20.2173,18118935.164293
2010-07-16,42.527,42.6575,41.9926,42.1279,24760063.324006,118800.0,119100.0,115494.0,115815.0,623.0,36.6187,36.7879,35.9769,36.0722,57514719.559419,9.67712,9.74836,9.49462,9.50243,73227081.023368,1093.85,1093.85,1063.32,1064.88,2942972222.0,1.38,1.42,1.33667,1.376,39318150.0,85.397,85.5181,83.9908,84.1157,10657324.692557,20.0469,20.1481,19.5505,19.5585,82781543.678844,7.7042,7.76252,7.56283,7.60819,1217945357.9635,9.32821,9.37724,9.20965,9.22209,89079699.953167,19.8838,20.0339,19.354,19.5424,21495270.36448
2010-07-19,42.325,42.375,42.0779,42.2171,14496496.050374,115815.0,116585.0,114660.0,116141.0,480.0,36.3017,36.5546,36.1578,36.3621,33636302.030849,9.53757,9.68297,9.51414,9.6088,50113378.686804,1066.85,1074.7,1061.11,1071.25,2271944444.0,1.42467,1.48333,1.39467,1.46067,37297335.0,84.5471,85.6703,84.3538,85.2789,12693868.086711,19.6051,19.8802,19.5743,19.8265,47640956.905698,7.60261,7.6074,7.29475,7.4763,1200684288.1112,9.26746,9.32382,9.24697,9.29746,50717424.433055,19.5502,19.7445,19.2452,19.5767,11347072.898601
2010-07-20,41.4964,41.6503,41.1081,41.516,31413878.883349,114700.0,117665.0,114451.0,117350.0,482.0,35.9021,36.7131,35.8933,36.6859,38245445.568154,9.56,9.56,9.42436,9.49462,72215528.979827,1064.53,1083.94,1056.88,1083.48,2618488889.0,1.45667,1.45667,1.33667,1.35333,27378465.0,80.7868,83.1466,80.7517,83.1388,24799399.04698,19.5416,20.0211,19.4096,20.0211,57890019.557191,7.38188,7.69972,7.30651,7.66931,1241544135.3951,9.22136,9.26308,9.14964,9.26015,64405658.005164,19.0607,19.9711,18.9675,19.9231,19113985.832045
2010-07-21,41.6729,41.6729,40.3068,40.4833,36202109.601854,117680.0,117825.0,114448.0,114875.0,517.0,36.7997,36.7997,35.8436,36.2006,43122251.072627,9.47315,9.60587,9.40972,9.45851,64713318.12217,1086.67,1088.96,1065.25,1069.59,2637322222.0,1.37733,1.39333,1.3,1.348,18801630.0,83.0715,83.1047,81.9003,82.2946,13041208.433246,20.1144,20.1561,19.628,19.7392,92906483.340675,8.0669,8.07158,7.73211,7.73899,1388918738.5036,9.29894,9.4014,9.236,9.30772,77602548.870434,21.4329,22.0334,21.0856,21.174,79311919.981311
2010-07-22,40.7021,40.8363,40.299,40.4128,25345438.057816,116500.0,117641.0,115965.0,117600.0,924.0,36.539,37.2082,36.505,36.9552,43436608.872161,9.53072,9.70152,9.52,9.66443,68628604.28745,1072.14,1097.5,1072.14,1093.67,2681611111.0,1.36667,1.41667,1.358,1.4,14435175.0,83.005,83.9488,82.8382,83.7526,10439788.80992,20.0389,20.4221,20.0132,20.3051,92574505.589077,7.84646,7.91536,7.7727,7.88505,756240075.58195,9.48483,9.64803,9.47384,9.5302,128391059.91112,21.4104,21.5743,20.8884,21.1642,31592579.675497
2010-07-23,40.5952,40.8511,40.398,40.8433,21255442.484958,117400.0,118336.0,116705.0,118014.0,998.0,36.8794,37.2236,36.5945,37.1653,30948231.535848,9.62149,9.65857,9.38923,9.51414,81508304.885599,1092.17,1103.73,1087.88,1102.66,2513650000.0,1.41267,1.43733,1.404,1.41933,9810735.0,83.6453,84.631,83.454,84.3606,7699103.9232337,20.2971,20.446,19.8415,20.2811,138079494.45727,7.83042,7.92752,7.8018,7.91376,625264485.86501,9.64949,9.68024,9.50459,9.53825,87524927.557697,21.0935,21.4496,20.8884,21.2426,18511793.024497
2010-07-26,40.858,41.1159,40.7354,40.9208,16613498.855014,118500.0,119110.0,117410.0,118000.0,1472.0,37.1526,37.6126,37.1099,37.5826,32487818.177708,9.54342,9.84793,9.53072,9.80106,85035590.836184,1102.89,1115.01,1101.3,1115.01,2227583333.0,1.43333,1.43333,1.35333,1.39667,13836795.0,83.9908,84.3968,83.5457,84.387,7856104.2149823,20.3438,20.586,20.2732,20.5065,85548037.365377,7.91496,7.91854,7.84626,7.89333,488980926.93999,9.60997,9.74608,9.58582,9.6956,70270624.920015,21.3103,21.4879,21.069,21.327,15310842.872561
2010-07-27,41.0688,41.4169,40.8363,41.1766,23926031.029502,118345.0,118345.0,117500.0,117700.0,838.0,37.7265,37.9015,37.5826,37.8431,35982964.007075,9.83907,10.0206,9.78153,9.96301,92940075.776669,1117.36,1120.95,1109.78,1113.84,2625383333.0,1.394,1.412,1.35067,1.37,9295125.0,84.631,84.8603,84.0259,84.5119,7063691.3014019,20.5065,20.6187,20.4013,20.5533,77195999.071195,7.9356,8.06061,7.92482,8.04037,681311976.83968,9.71971,9.86322,9.71971,9.76955,69852475.799159,21.5595,21.7165,21.3103,21.327,24422252.536424
2010-07-28,41.2041,41.2825,40.858,40.9873,19047251.543053,117945.0,118019.0,116400.0,116615.0,328.0,37.8333,38.13,37.7945,37.9063,37737644.329346,9.96896,10.0744,9.75714,9.78935,61816309.010955,1112.84,1114.66,1103.11,1106.13,2223550000.0,1.37,1.39333,1.36733,1.38133,7007745.0,84.5471,84.9803,84.0161,84.3968,6464869.7278558,20.4897,20.577,20.2971,20.3914,89039503.996549,8.02761,8.0987,7.92304,7.94417,608987309.97372,9.80096,9.84268,9.71971,9.78564,89882188.160874,21.2838,21.6145,21.2838,21.3348,14281366.30587
2010-07-29,41.1766,41.2972,40.9021,40.9873,18383612.701901,117500.0,118200.0,115867.0,116866.0,867.0,38.2244,38.5103,37.5203,37.5524,54249440.576666,9.90352,10.0597,9.80106,9.84793,89691833.188916,1108.07,1115.9,1092.82,1101.53,2562455556.0,1.38467,1.392,1.33333,1.35667,9238650.0,84.7841,85.0906,83.5457,84.1079,13688798.260842,20.5373,20.7507,20.1144,20.453,88357774.907208,7.93669,7.99522,7.79672,7.85833,754749814.79049,9.83826,9.86096,9.67804,9.71903,87333766.412474,21.4418,21.6959,21.1416,21.3192,18732851.634006
2010-07-30,40.7815,41.362,40.5892,41.1708,18310275.919205,116050.0,117625.0,116050.0,117000.0,946.0,37.4328,37.6574,37.0904,37.142,47166825.626527,9.80106,9.87331,9.7064,9.78935,67487474.622314,1098.44,1106.44,1088.01,1101.6,2225805556.0,1.34667,1.36267,1.30333,1.32933,6402450.0,83.7204,84.7383,83.4852,84.3772,9163628.0975245,20.2097,20.3051,19.9199,20.2811,106283693.12435,7.78546,7.90638,7.76023,7.83161,525710027.87812,9.63924,9.75199,9.63632,9.69121,68522818.054206,21.1092,21.5664,21.0208,21.3192,20333499.476513
2010-08-02,41.4611,41.7298,41.3964,41.619,16114012.733178,118400.0,119900.0,117898.0,119900.0,1367.0,37.7342,38.6124,37.7187,38.5463,45111585.870232,9.89181,10.1007,9.85472,10.1007,83852552.561369,1107.53,1127.3,1107.53,1125.86,2302322222.0,1.36667,1.398,1.35533,1.39467,10787175.0,84.955,86.2081,84.913,85.9152,9725434.4084475,20.4132,20.73,20.2325,20.6913,69877186.833159,7.92852,7.99382,7.90399,7.97169,500238450.37673,9.89829,9.96933,9.83688,9.93278,94044664.641285,21.6703,21.8813,21.4261,21.8657,19058554.783576
2010-08-03,41.6356,42.2408,41.6111,42.0641,15296502.068215,119600.0,120100.0,119341.0,119704.0,924.0,38.5919,39.2007,38.5103,39.0345,49901950.820397,10.4393,10.7535,10.4071,10.6618,243811863.72784,1125.34,1125.44,1116.76,1120.46,2262122222.0,1.4,1.46333,1.388,1.46333,18465345.0,85.441,86.0958,84.9647,85.6616,7749463.493385,20.6426,20.708,20.4073,20.5533,72154292.959066,7.97169,8.01396,7.89801,7.97467,488534815.34204,9.9371,10.0454,9.93199,9.97149,65367449.900009,21.7685,21.8361,21.6291,21.7165,13032953.253181
2010-08-04,42.0779,42.4732,41.9769,42.3387,14774801.176628,119810.0,121227.0,119734.0,121200.0,693.0,39.1191,39.1375,38.7553,39.0345,33797522.548893,10.6102,10.776,10.5193,10.7272,112080880.03395,1121.06,1128.75,1119.46,1127.24,2254361111.0,1.46333,1.47867,1.39,1.41733,13811340.0,85.7133,86.4159,85.3287,86.2335,6951517.3493161,20.5533,20.6187,19.9864,20.2177,99886497.484138,7.999,8.04596,7.92502,8.00538,492972600.37352,9.94663,9.99488,9.85948,9.95253,70026475.045454,21.7881,22.159,21.6959,22.0177,14202489.971615
2010-08-05,42.275,42.4456,42.179,42.3524,13547012.215739,120000.0,121385.0,119810.0,121385.0,906.0,38.7603,39.0286,38.4918,39.0286,32109993.449488,10.694,10.7535,10.4851,10.5642,112989290.31549,1125.78,1126.56,1118.81,1125.81,2047533333.0,1.436,1.43667,1.33667,1.36333,11945700.0,85.8714,86.7331,85.7553,86.6306,6880043.3814898,20.0389,20.0986,19.8096,19.9337,82583825.249996,7.96012,8.01176,7.9319,7.967,339082073.74206,9.9035,10.0498,9.9035,9.98908,62935183.873432,21.7881,22.0177,21.6881,21.9931,8546145.0670803
2010-08-06,42.1857,42.527,41.9926,42.4946,12016912.716856,120000.0,121100.0,118272.0,120600.0,508.0,38.5366,38.8983,38.1165,38.5647,37078888.827897,10.4774,10.6199,10.4393,10.5965,79119211.851688,1122.07,1123.06,1107.17,1121.64,2143272222.0,1.34,1.344,1.30133,1.306,11132070.0,85.6781,85.7289,84.6134,85.5181,9334651.0298722,19.7868,20.0827,19.6598,20.0757,71228533.388163,7.90638,7.96041,7.84328,7.91834,521596654.36211,9.9093,9.95322,9.79582,9.91146,70685679.160212,21.7685,21.9215,21.4634,21.846,11185156.505527
2010-08-09,42.527,42.7006,42.375,42.5594,9397172.8982087,121273.0,121273.0,119800.0,121039.0,571.0,38.9334,39.0014,38.6961,38.8633,23659234.415293,10.6276,10.7535,10.5135,10.7145,73673928.922698,1122.8,1129.24,1120.91,1127.79,2210755556.0,1.32667,1.332,1.29667,1.30667,12189840.0,85.9416,86.9517,85.6703,86.7419,9327927.1301563,20.0757,20.2177,19.9337,20.1234,72631477.23286,7.96041,7.98145,7.90269,7.96869,354664790.82681,9.96412,10.0725,9.93416,10.0353,60063738.567842,21.9627,21.9863,21.5664,21.6881,9858421.6023442
2010-08-10,42.1044,42.3917,41.7445,42.1201,19097078.501713,120186.0,120488.0,118697.0,119740.0,383.0,38.4918,38.6911,38.2418,38.5424,37258776.573564,10.6276,10.8335,10.6102,10.8121,88242761.98226,1122.92,1127.16,1111.58,1121.06,2210755556.0,1.31,1.31,1.25467,1.26867,19219290.0,86.1993,87.0552,85.924,86.6394,8142648.7038612,19.9039,19.9119,19.5505,19.7005,111017471.4788,7.91107,7.92882,7.84148,7.89751,529711174.11788,9.97729,10.1135,9.95685,10.0886,71338692.147258,21.4496,21.8039,21.4035,21.5899,12290849.107547
2010-08-11,41.7592,41.7798,41.3199,41.4611,16097714.424024,118400.0,118400.0,116200.0,116480.0,517.0,37.6876,37.7517,37.4668,37.5826,38979280.260133,10.6354,10.6618,10.4334,10.4393,82259494.606508,1116.89,1116.89,1088.55,1089.47,2506588889.0,1.246,1.25867,1.19,1.19333,11964750.0,85.8714,85.8714,85.0565,85.3121,9425833.5449604,19.3857,19.5674,19.2993,19.5337,97531265.140328,7.7683,7.78346,7.6052,7.61627,724990091.30076,9.95754,10.006,9.90203,9.91519,77942991.208478,21.2004,21.3859,20.8492,20.8786,15191453.549256
2010-08-12,41.2208,41.6111,41.1766,41.4768,11626945.358912,115700.0,116200.0,115000.0,115531.0,447.0,37.1526,37.6876,37.0652,37.4833,27237281.490965,10.3749,10.5895,10.3495,10.5721,74205456.826524,1081.48,1086.72,1076.69,1083.61,2511694444.0,1.18667,1.19333,1.15933,1.17333,10369215.0,84.0923,84.631,83.7887,84.3109,7810851.6116375,19.3956,19.3956,19.1416,19.2438,89358020.359355,7.50681,7.7055,7.49324,7.66571,626700021.23983,9.88297,10.0666,9.86096,9.95685,81732036.519168,20.6265,20.8884,20.5647,20.6353,12703707.115463
2010-08-13,41.4562,41.4562,41.1463,41.213,12058874.515125,115383.0,116295.0,115167.0,115180.0,283.0,37.318,37.6185,37.2159,37.284,23542119.51554,10.5447,10.6022,10.4588,10.492,49649173.640861,1082.22,1086.25,1079.0,1079.25,1849383333.0,1.212,1.23,1.17733,1.22133,9517695.0,84.0581,84.4114,83.6706,84.0073,7106569.7389983,19.1246,19.3857,19.0442,19.1743,57582545.078845,7.64179,7.66901,7.58297,7.58357,415656954.24642,9.94221,10.0403,9.91215,9.97955,63561781.746616,20.5804,20.6814,20.4215,20.4587,11349583.364599
2010-08-16,41.1031,41.1816,40.7275,41.1159,12319236.511311,114727.0,115868.0,114235.0,115260.0,234.0,37.0904,37.4978,36.8727,37.2625,22979211.189435,10.4276,10.5506,10.3418,10.4588,55543272.889905,1077.49,1082.62,1069.49,1079.38,1745805556.0,1.23,1.25333,1.21733,1.252,7293165.0,83.7526,84.2601,83.4198,83.94,6101748.4030335,19.1246,19.338,19.0929,19.2506,52092615.21291,7.5422,7.61188,7.5073,7.5395,372684432.44927,9.94663,9.97591,9.89102,9.95253,53207074.875982,20.3597,20.6177,20.1919,20.3037,10064697.715559
2010-08-17,41.7916,42.1553,41.4611,41.97,18915108.078843,115800.0,117295.0,115627.0,116390.0,305.0,37.6515,38.063,37.4259,37.849,32328111.274244,10.5895,10.6999,10.5242,10.6159,77279553.09961,1081.16,1100.14,1081.16,1092.54,2204561111.0,1.264,1.29333,1.252,1.27667,6718215.0,84.6466,85.3287,84.0317,84.4114,6541027.4728233,19.4096,19.6131,19.3302,19.4185,67224424.959487,7.61418,7.75195,7.58626,7.671,495293444.91912,9.97444,10.1245,9.97444,10.0747,73660538.570782,20.5235,20.965,20.4047,20.6981,11311206.768863
2010-08-18,42.1476,42.3995,41.8367,42.0641,14863657.196452,116100.0,119235.0,116100.0,118455.0,662.0,37.7575,37.7897,37.1099,37.4328,32233852.777245,10.5759,10.6618,10.4452,10.5057,75728388.384148,1092.08,1099.77,1085.76,1094.16,2069033333.0,1.306,1.306,1.24,1.25133,9019980.0,84.6808,85.5601,83.9644,85.0037,7430221.7110085,19.3956,19.6051,19.1812,19.4989,58509132.639989,7.68855,7.75325,7.65913,7.7045,396760853.36524,10.0689,10.2335,10.0315,10.1911,79596984.248118,20.65,20.9826,20.5402,20.7442,11163068.889538
2010-08-19,41.9446,41.9446,41.3894,41.619,16810997.692562,117900.0,117940.0,116099.0,116305.0,475.0,37.2985,37.3783,36.6547,36.8989,33994125.864252,10.4851,10.5242,10.3221,10.4588,81588877.950864,1092.44,1092.44,1070.66,1075.63,2383633333.0,1.236,1.28333,1.222,1.25267,8686230.0,84.7383,85.1492,84.1079,84.6974,8219137.4179857,19.3133,19.4393,19.0234,19.205,68761760.081585,7.69612,7.71636,7.57111,7.6074,499928911.08678,10.1611,10.1991,10.0118,10.0747,71319057.076589,20.6579,20.8649,20.3106,20.5323,14704261.081421
2010-08-20,41.6023,41.7524,41.4562,41.6307,15923036.074529,115800.0,117199.0,115400.0,116700.0,449.0,36.7297,36.7617,36.4379,36.6499,33756021.540472,10.3808,10.4452,10.3418,10.3876,75219918.976707,1075.63,1075.63,1063.91,1071.69,2089761111.0,1.24333,1.274,1.234,1.27333,4462485.0,84.5783,84.7383,83.4198,83.7702,9506304.135692,19.1008,19.1743,19.0164,19.0353,63016022.529826,7.59135,7.72973,7.58067,7.59962,449672363.01348,10.0118,10.0417,9.83541,9.8808,95254523.860073,20.4833,20.549,20.1055,20.4754,13689901.332114
2010-08-23,41.7975,42.0641,41.6807,41.7248,12054999.549549,116600.0,117000.0,115882.0,115890.0,182.0,36.7005,37.3743,36.6547,37.0301,34262173.43296,10.5721,10.5965,10.4276,10.5057,90384102.472524,1073.36,1081.58,1067.08,1067.36,1783861111.0,1.27267,1.35933,1.26667,1.342,16320435.0,83.8219,84.1157,83.0715,83.0871,6135778.7952099,19.212,19.3629,19.0442,19.0779,65788601.239533,7.66453,7.6723,7.46573,7.48358,484783854.90193,9.93337,10.006,9.8925,9.89544,90837120.761721,20.6265,20.6726,20.1987,20.3175,11765377.89405
2010-08-24,41.4611,41.5954,41.006,41.1159,20944285.808447,114462.0,116171.0,113968.0,114995.0,612.0,36.6926,36.9981,36.5876,36.68,41184885.079915,10.4071,10.4217,10.289,10.3221,77054561.893571,1063.2,1063.2,1046.68,1051.87,2464627778.0,1.28333,1.314,1.26333,1.28,10096110.0,82.2536,82.8138,81.8593,82.0828,8495115.4859763,18.939,19.1326,18.8567,18.8884,84594240.957028,7.39794,7.39794,7.26584,7.30382,704771430.59645,9.81706,10.0293,9.78487,9.97955,91398424.168167,19.9976,20.0819,19.8053,19.8505,14964277.271488
2010-08-25,41.1081,41.2502,40.9923,41.0943,16477989.269391,114656.0,115506.0,113622.01,115106.0,724.0,36.5264,36.9659,36.3552,36.6616,33679307.399411,10.2959,10.4774,10.2187,10.4334,75686000.221684,1048.98,1059.38,1039.83,1055.33,2422327778.0,1.27733,1.332,1.23733,1.32667,7549335.0,81.8593,82.5171,81.4719,82.2946,7972625.8516909,18.8507,19.0304,18.7533,18.939,60267484.748458,7.30382,7.42795,7.22227,7.39464,698972691.9888,9.92905,10.0799,9.87343,10.0425,101949074.56032,19.6611,19.9319,19.5856,19.8269,12193913.318742
2010-08-26,41.2502,41.262,40.9522,40.9659,18101256.197165,115200.0,115689.0,114000.0,114433.0,434.0,36.8931,37.0301,36.3017,36.395,35855455.346343,10.492,10.4969,10.3164,10.3749,64944877.561861,1056.28,1061.45,1045.4,1047.22,2025950000.0,1.326,1.35133,1.30667,1.31667,6506040.0,82.643,82.643,80.6639,80.6639,11779212.790901,18.9301,19.0084,18.6947,18.7177,62439788.66429,7.473,7.48188,7.31529,7.31529,545787754.00905,10.0761,10.0879,9.95253,9.97591,69341715.278174,19.8917,19.8917,19.2902,19.459,19004742.338438
2010-08-27,40.7168,41.0207,40.3892,40.8226,16437866.040314,115600.0,118100.0,115058.0,118100.0,949.0,36.5332,37.318,36.1258,37.2159,45411841.96438,10.4276,10.5193,10.289,10.4969,58623092.031156,1049.27,1065.21,1039.7,1064.59,2279144444.0,1.31667,1.32467,1.3,1.31333,5672175.0,81.3733,82.0174,80.4481,81.9579,9422369.1278713,18.7177,18.8744,18.4714,18.803,77519338.326065,7.35377,7.38587,7.17162,7.35646,643060495.43614,9.9825,10.0835,9.93789,10.063,56855286.036781,19.6022,19.7965,19.2706,19.7749,14541181.699429
