Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Otwarcie_brk-a_us_d,Najwyzszy_brk-a_us_d,Najnizszy_brk-a_us_d,Zamkniecie_brk-a_us_d,Wolumen_brk-a_us_d,Otwarcie_xom_us_d,Najwyzszy_xom_us_d,Najnizszy_xom_us_d,Zamkniecie_xom_us_d,Wolumen_xom_us_d,Otwarcie_pfe_us_d,Najwyzszy_pfe_us_d,Najnizszy_pfe_us_d,Zamkniecie_pfe_us_d,Wolumen_pfe_us_d,Otwarcie_^spx_d,Najwyzszy_^spx_d,Najnizszy_^spx_d,Zamkniecie_^spx_d,Wolumen_^spx_d,Otwarcie_tsla_us_d,Najwyzszy_tsla_us_d,Najnizszy_tsla_us_d,Zamkniecie_tsla_us_d,Wolumen_tsla_us_d,Otwarcie_ibm_us_d,Najwyzszy_ibm_us_d,Najnizszy_ibm_us_d,Zamkniecie_ibm_us_d,Wolumen_ibm_us_d,Otwarcie_msft_us_d,Najwyzszy_msft_us_d,Najnizszy_msft_us_d,Zamkniecie_msft_us_d,Wolumen_msft_us_d,Otwarcie_aapl_us_d,Najwyzszy_aapl_us_d,Najnizszy_aapl_us_d,Zamkniecie_aapl_us_d,Wolumen_aapl_us_d,Otwarcie_t_us_d,Najwyzszy_t_us_d,Najnizszy_t_us_d,Zamkniecie_t_us_d,Wolumen_t_us_d,Otwarcie_ms_us_d,Najwyzszy_ms_us_d,Najnizszy_ms_us_d,Zamkniecie_ms_us_d,Wolumen_ms_us_d
2012-09-21,52.1345,52.3679,51.9766,52.1414,25263644.672617,134490.0,134891.98,133934.0,134584.0,387.0,59.4347,59.5591,59.179,59.3608,30361043.680238,16.9467,17.0901,16.9027,16.9926,65581101.675504,1460.34,1467.07,1459.51,1460.15,2685483333.0,2.07333,2.09933,1.96933,2.00133,28049550.0,139.713,140.094,138.747,138.795,18956856.875523,25.7067,25.8526,25.4287,25.5081,125133396.62908,21.4755,21.5552,21.3827,21.4057,667146704.1161,15.9082,16.1344,15.9082,15.9237,86310713.643695,14.0551,14.0551,13.6381,13.7196,43657612.213616
2012-09-24,52.005,52.2473,51.9521,52.0972,12029316.685608,133505.0,134535.0,133000.0,133034.0,385.0,58.967,59.5466,58.9602,59.3345,17071457.294322,16.9418,17.2092,16.9418,17.1477,38237233.487048,1459.76,1460.72,1452.06,1456.89,1671622222.0,1.96733,2.06867,1.96,2.044,19527060.0,138.152,138.864,138.054,138.318,5211056.0939272,25.3513,25.4118,25.0594,25.1726,57231497.362221,20.999,21.2551,20.8803,21.1216,746725651.80411,16.0166,16.0971,15.9836,15.9954,48124353.053181,13.5351,13.9217,13.4704,13.6853,24433390.117407
2012-09-25,52.106,52.5778,52.106,52.3375,15397536.696951,133348.0,134075.0,132170.0,132485.0,477.0,59.4814,59.78,59.1138,59.2461,21734755.740187,17.2092,17.4268,17.1877,17.2092,49399186.258275,1456.94,1463.24,1441.59,1441.59,2077722222.0,1.908,1.96533,1.83533,1.844,85259280.0,138.522,139.684,138.084,138.112,4965965.74813,25.3136,25.3513,24.833,24.8559,66354735.034326,21.0428,21.1814,20.5783,20.5951,605702061.73578,16.0306,16.1278,15.9077,15.9156,42312500.575844,13.8001,13.8451,13.3085,13.3321,25515223.609364
2012-09-26,52.4739,52.4739,52.0658,52.0972,13207375.561978,132199.4,133590.0,132199.4,132490.0,392.0,59.2782,59.4406,58.8308,58.9115,17988265.572558,17.2638,17.3166,17.18,17.2043,41823272.851208,1441.6,1441.6,1430.53,1433.32,1980766667.0,1.844,1.89333,1.832,1.836,22909800.0,138.162,138.795,137.371,137.449,5080896.0687369,24.7625,25.0256,24.57,24.6713,66855674.166837,20.4457,20.5683,20.2134,20.336,673487347.62323,15.9237,16.051,15.8908,15.9237,59038302.809276,13.3733,13.4145,13.0917,13.1957,28798323.995996
2012-09-27,52.1639,52.361,52.013,52.106,10931004.600777,133000.0,133000.0,132115.0,132408.22,632.0,59.3025,59.5767,58.8891,59.2839,16465507.610177,17.2326,17.338,17.2268,17.295,33325059.551513,1433.36,1450.2,1433.36,1447.15,1750183333.0,1.85467,1.90267,1.84,1.89933,26378295.0,137.702,139.42,137.546,138.737,4114084.952211,24.6713,24.8658,24.4459,24.6653,57626834.498463,20.31,20.8574,20.1904,20.8314,693500210.50903,15.9471,16.0144,15.8505,15.887,68223490.488358,13.4704,13.6303,13.285,13.5273,23969139.415178
2012-09-28,51.9208,52.1266,51.7188,52.0286,13633248.554889,132375.0,132706.73,131212.0,132700.0,726.0,59.0739,59.1829,58.722,59.0545,19368512.40362,17.3283,17.3283,17.1574,17.2219,36556261.620453,1447.13,1447.13,1435.6,1440.67,1949572222.0,1.91533,1.99267,1.90733,1.952,65150070.0,138.561,140.386,138.337,139.752,7287677.4962472,24.6811,24.7457,24.3218,24.3396,66307643.341167,20.7517,20.8245,20.3848,20.3958,624756393.78823,15.8542,15.879,15.7246,15.7656,143252236.8562,13.5351,13.6147,13.3664,13.4439,22102782.750609
2012-10-01,52.0885,52.4365,52.0374,52.1953,12780413.499795,132630.0,134285.0,132630.0,133000.0,672.0,59.2782,59.7332,59.1537,59.2831,16017236.051262,17.1877,17.4268,17.1877,17.3537,32935259.989192,1440.9,1457.14,1440.9,1444.49,1947266667.0,1.96667,1.99267,1.93333,1.944,13264575.0,140.152,142.67,140.094,141.791,8099777.4389711,24.3813,24.5183,24.0627,24.1192,66030174.94713,20.5204,20.6929,20.0728,20.1605,634588176.63548,15.7399,15.8798,15.7268,15.7891,127960115.88408,13.6077,13.8119,13.4371,13.4861,25254629.492288
2012-10-02,52.1875,52.3091,51.8256,52.0658,13327647.355339,133600.0,133911.0,132595.0,133227.02,410.0,59.4921,59.532,58.9466,59.2306,14722842.631897,17.4512,17.6054,17.3009,17.4063,44007341.6995,1444.99,1451.52,1439.01,1445.75,1845438889.0,1.956,1.99267,1.93333,1.98667,10934535.0,142.123,142.475,140.484,141.381,4928816.2534338,24.2721,24.4459,24.1281,24.2562,52978704.784203,20.2322,20.3719,19.8933,20.2174,733288258.51716,15.863,15.9339,15.7575,15.8118,49043648.752277,13.5901,13.6793,13.5047,13.5813,21203779.06681
2012-10-03,52.2384,52.3375,51.8913,52.0972,11338050.359631,133500.0,134460.02,132820.0,134065.0,505.0,59.1847,59.2898,58.8727,59.2189,15994230.549246,17.4005,17.5615,17.3565,17.54,32086329.623209,1446.05,1454.3,1441.99,1450.99,1962022222.0,1.98333,1.99667,1.94933,1.95333,15791820.0,141.459,142.387,141.021,141.821,4737783.5201643,24.3316,24.5273,24.2651,24.423,57056490.242345,20.327,20.5423,20.2582,20.5303,495284128.58873,15.8476,16.0298,15.7561,15.9654,51577502.016093,13.6381,13.8451,13.4635,13.6793,25877164.922813
2012-10-04,52.1718,52.4739,52.106,52.3012,12446769.786214,134475.0,135725.0,134461.0,135281.0,698.0,59.4716,59.7615,59.3579,59.5534,17818984.439922,17.6122,17.6483,17.5352,17.5615,36106486.194831,1451.08,1463.14,1451.08,1461.4,2008811111.0,2.0,2.00667,1.91,1.96,23118105.0,141.782,142.133,140.494,141.743,4389485.1050172,24.5113,24.561,24.1818,24.561,53357763.148801,20.5234,20.6161,20.3469,20.3868,432827450.67055,16.0283,16.0694,15.9815,16.0306,48598943.779059,13.8737,14.1189,13.8451,14.0326,24434604.069906
2012-10-05,52.4425,52.6572,52.3375,52.5856,12489475.985765,135900.0,136100.0,135157.0,135555.0,593.0,59.7927,60.0562,59.5591,59.7683,15321452.519259,17.6415,17.7322,17.579,17.6834,35598277.05749,1461.4,1470.96,1456.89,1460.93,1762744444.0,1.98,1.98733,1.912,1.926,14080050.0,142.28,142.7,141.529,141.889,4242275.5572162,24.7218,24.7387,24.3218,24.4141,50295092.719382,20.337,20.3609,19.9133,19.9531,693496808.1627,16.1615,16.2004,15.9735,16.0181,49217702.654301,14.2258,14.3642,13.9149,14.0551,27189084.71301
2012-10-08,52.5483,52.5856,52.2228,52.4287,8536449.2289862,135602.0,135915.0,135180.0,135400.0,281.0,59.5105,59.9745,59.4396,59.851,13572949.019525,17.6415,17.6834,17.4668,17.6015,27117495.706447,1460.93,1460.93,1453.1,1455.88,1293733333.0,1.924,1.96,1.90733,1.95,13350090.0,141.509,141.938,140.962,141.363,2942551.4803181,24.2404,24.4706,24.1649,24.3576,36381787.458427,19.7777,19.7987,19.4486,19.5125,744950845.72793,15.9544,16.0255,15.8681,15.9347,35489808.152389,13.7922,14.1052,13.7922,14.0149,16978963.438447
2012-10-09,51.8089,52.0728,51.4186,51.652,20351580.251605,135200.0,135700.0,133880.0,133880.0,402.0,59.9482,60.2915,59.4814,59.4951,21368825.020004,17.5371,17.661,17.5029,17.5371,30433575.544172,1455.9,1455.9,1441.18,1441.48,1786844444.0,1.94133,1.94133,1.88333,1.89133,17894685.0,141.469,141.997,139.928,140.132,5314012.0938881,24.2721,24.3218,23.864,23.9484,55170985.22372,19.5274,19.5813,19.0639,19.4408,979168618.57724,15.9332,15.9442,15.7086,15.7114,55275904.899296,14.064,14.1454,13.855,13.9335,21465764.489646
2012-10-10,51.6276,51.7118,51.3274,51.5078,14185720.752054,133880.0,134115.0,132800.0,133065.6,294.0,59.2831,59.4279,58.5556,58.7841,23745056.978865,17.5576,17.6015,17.3303,17.4347,30965968.282505,1441.48,1442.52,1430.64,1432.56,1791700000.0,1.89267,1.91467,1.86733,1.89333,7575945.0,140.016,140.338,138.162,138.669,5973464.5528478,23.8383,23.9733,23.6765,23.7032,57741334.871609,19.5584,19.7189,19.4766,19.5942,595707159.85356,15.6909,15.7144,15.5863,15.6185,47030012.81697,13.9413,14.0728,13.7853,13.9757,18928790.294459
2012-10-11,51.499,51.5668,51.2352,51.3206,12589732.562203,134400.0,134400.0,133010.0,133013.0,193.0,59.1352,59.3345,58.8755,58.8755,15161539.96164,17.5166,17.5937,17.3223,17.4033,33004287.92364,1432.82,1443.9,1432.82,1432.84,2040300000.0,1.92933,1.932,1.88333,1.888,6758565.0,139.195,139.654,138.542,138.61,4319149.5481304,23.888,23.9217,23.6119,23.6765,50729793.639864,19.7647,19.7877,19.2034,19.2034,637550956.26621,15.6551,15.6932,15.3367,15.3367,69542366.024358,14.2572,14.3848,14.1984,14.3436,20550848.9566
2012-10-12,51.4755,51.7255,51.1931,51.3206,11503684.743418,133740.0,134326.98,132341.0,132501.98,324.0,59.0964,59.2296,58.4496,58.7841,15398440.180345,17.4347,17.4892,17.3438,17.4033,33435991.9969,1432.84,1438.43,1425.53,1428.59,1741527778.0,1.888,1.91533,1.83333,1.84267,14813025.0,138.552,140.113,138.513,139.996,4025036.82955,23.6943,23.9832,23.5554,23.879,56814435.051371,19.2483,19.4258,19.1187,19.2533,537166001.79056,15.3345,15.3418,14.9752,15.0718,87642360.857186,14.1189,14.2484,13.8275,13.907,25924925.952347
2012-10-15,51.4755,52.0885,51.3961,51.7942,19694579.838319,132750.0,133855.0,132430.0,133605.0,293.0,58.9922,59.212,58.469,59.0964,16494131.583702,17.4404,17.7519,17.419,17.7185,44613332.469331,1428.75,1441.31,1427.24,1440.13,1935450000.0,1.868,1.87,1.79067,1.822,22030005.0,140.728,141.079,140.016,140.767,4544606.1477444,24.021,24.3039,23.9217,24.1351,51898425.311818,19.335,19.4178,19.0739,19.4078,504852144.33645,14.9774,14.9891,14.7359,14.8969,109281378.36806,14.064,14.2828,13.9757,14.2572,22172997.314643
2012-10-16,52.3228,52.6974,52.1119,52.514,18131564.54633,134000.0,134970.0,134000.0,134850.0,356.0,59.3414,59.7216,59.2831,59.6594,14043997.804345,17.8006,17.9685,17.7743,17.8787,37152545.545142,1440.31,1455.51,1440.31,1454.92,1982650000.0,1.84467,1.87267,1.82267,1.87067,7188720.0,141.459,142.163,141.138,142.163,8345242.8148347,24.0874,24.3218,23.9832,24.1192,58373276.76671,19.4258,19.8833,19.2932,19.8674,641970063.49966,14.9057,15.0901,14.8537,14.9774,66881520.174039,14.3612,14.4888,14.216,14.3534,23210381.390557
2012-10-17,52.6494,53.7428,52.514,53.6075,35128320.950476,134400.0,135849.0,134400.0,135766.0,749.0,59.8101,60.4082,59.8053,60.31,16660484.201175,17.9177,17.9685,17.8201,17.904,31325934.128336,1454.22,1462.2,1453.35,1460.91,2030733333.0,1.88333,1.92267,1.85333,1.92127,10019445.0,135.566,137.068,133.779,135.184,18812182.367024,23.9654,24.2404,23.7897,24.2007,54054318.501358,19.8395,19.9591,19.6899,19.7079,454503455.06744,15.0608,15.1801,14.9942,15.1135,53564348.445795,14.4426,14.8596,14.3288,14.8528,29885754.308413
2012-10-18,53.5074,54.9205,53.4712,54.7558,44490155.182365,135800.0,136344.98,135400.0,135400.0,768.0,60.0387,60.4267,60.0387,60.3673,18296985.363442,17.8006,18.0778,17.7947,18.0445,39421749.358264,1460.94,1464.02,1452.63,1457.34,2155572222.0,1.93267,1.93267,1.852,1.86933,11114205.0,134.697,134.843,130.774,131.359,13797662.521358,24.2473,24.3128,23.9297,24.1281,72396586.877152,19.5534,19.6301,19.2612,19.343,556525987.31644,15.1684,15.4707,15.1552,15.2393,63608949.640808,14.9097,14.9195,14.218,14.2936,63617513.986443
2012-10-19,54.4439,54.544,54.1566,54.2547,24358369.096557,135350.0,135422.92,132800.0,133841.0,477.0,60.4267,60.4918,59.2519,59.5135,24667274.989642,17.9812,18.0163,17.7372,17.8484,58146659.413895,1457.34,1457.34,1429.85,1433.19,2152872222.0,1.85533,1.88,1.82,1.84933,15409530.0,131.593,132.13,130.168,130.286,9827213.0599212,23.7578,23.7817,23.3091,23.4223,110620902.43007,19.2952,19.3171,18.6392,18.6462,868916280.99614,15.2709,15.2709,14.929,14.9422,65197057.931833,14.1287,14.4986,13.907,14.0816,36389127.179067
2012-10-22,54.2027,54.5802,53.8536,54.1948,18586693.529334,133643.1,134000.0,131800.0,132609.0,618.0,59.1994,59.5825,58.8191,59.5369,17724787.639168,17.7947,17.8357,17.579,17.7392,35134489.05852,1433.21,1435.46,1422.06,1433.82,1786788889.0,1.866,1.86667,1.824,1.85667,7052970.0,130.51,131.164,129.661,131.008,6534980.8815062,23.4968,23.5791,22.7621,22.9022,101947657.30844,18.7248,19.4258,18.673,19.3858,638190941.42173,14.9109,14.9744,14.8317,14.9173,49162018.031128,14.064,14.1905,13.7922,14.0149,26487366.147473
2012-10-23,53.7349,54.0086,53.2515,53.5211,14683265.31219,131250.0,131600.0,130261.0,130570.0,789.0,58.8474,59.0107,58.1278,58.2386,21811458.570269,17.5263,17.5703,17.338,17.4581,39520287.208606,1433.74,1433.74,1407.56,1413.11,1993150000.0,1.82533,1.904,1.82467,1.89267,11239095.0,130.374,130.724,128.656,128.861,6570962.2497659,22.7016,23.0639,22.7016,22.9418,78763896.300246,19.2932,19.3809,18.703,18.7528,825511383.37066,14.8091,15.0045,14.7673,14.8047,56105162.116708,13.7441,13.8648,13.6077,13.7441,30135885.602318
2012-10-24,53.6005,53.7555,53.3564,53.4094,11353269.796791,131357.0,131555.0,130265.0,130445.0,488.0,58.4174,58.5216,57.9721,58.045,17548311.695929,17.5108,17.7049,17.4668,17.5371,40314257.546501,1413.2,1420.04,1407.1,1408.75,1881094444.0,1.90133,1.90133,1.81667,1.828,15245520.0,129.661,130.256,128.392,128.51,5547711.1575853,23.0292,23.0639,22.7949,22.8197,65202600.715382,18.9991,19.1565,18.67,18.8595,651931734.32828,14.5873,14.7981,13.963,14.6839,85138566.877968,13.855,13.9757,13.7519,13.8001,17759184.265555
2012-10-25,53.6142,54.0281,53.6005,53.7144,12811102.207424,131060.0,131060.0,130248.0,130582.0,461.0,58.5264,58.6402,57.9148,58.4,16084551.797453,17.6493,17.7801,17.5722,17.7449,37563434.158438,1409.74,1421.12,1405.14,1412.97,1951466667.0,1.85333,1.85333,1.83,1.83467,8665290.0,128.958,129.661,128.5,129.085,4823205.3275108,23.0549,23.0639,22.788,22.8048,66117177.381587,18.9552,19.017,18.5135,18.6362,764803321.88756,14.7813,14.7849,14.4775,14.5939,52817661.004688,14.0081,14.0973,13.5636,13.7383,23498452.012672
2012-10-26,53.6075,53.8477,53.2759,53.53,11874072.308201,130898.9,130898.9,129475.0,129725.0,568.0,58.4836,58.8114,58.1278,58.5235,17936735.839283,17.6523,17.7781,17.583,17.6191,30367511.000006,1412.97,1417.09,1403.28,1411.94,1824950000.0,1.83533,1.85333,1.80133,1.82533,7159575.0,129.017,130.636,128.997,130.237,5946352.7481266,22.788,23.1762,22.771,23.0729,70651175.38989,18.6332,18.7728,18.0679,18.4667,1189375770.6046,14.5858,14.7234,14.5332,14.6525,44524404.267548,13.6853,13.7599,13.5421,13.6853,16428007.376655
2012-10-31,53.6888,53.7947,53.2132,53.4712,13179097.490828,130500.0,130500.0,129264.0,129505.0,1009.0,58.7851,59.0283,58.1918,58.8707,22993645.026283,17.7645,17.8426,17.2277,17.2355,55256031.018894,1410.99,1418.76,1405.95,1412.16,1987283333.0,1.84667,1.89,1.82467,1.8754,11627130.0,131.232,132.345,130.452,131.056,8982528.5376541,23.3469,23.6178,23.3091,23.3399,84939321.503105,18.1885,18.4039,17.9702,18.2025,595742435.12349,14.7037,14.7571,14.5682,14.6341,48669244.710581,13.8461,14.1788,13.8001,14.0002,32333135.547542
2012-11-01,53.683,54.288,53.479,53.984,14869161.687025,130053.0,131432.73,129784.03,131400.0,816.0,58.2823,59.1994,58.2493,59.1537,24433257.013915,17.1975,17.1975,16.9027,17.0131,78563347.668739,1412.2,1428.35,1412.2,1427.59,2183272222.0,1.88333,1.966,1.88,1.94967,15360810.0,131.164,133.35,131.066,132.813,5578737.2105409,23.5871,24.1728,23.5702,24.1351,88094090.23393,18.2903,18.4348,18.1666,18.2373,422213674.83066,14.7426,14.8589,14.6906,14.8457,56477825.373435,14.0267,14.1836,13.9511,14.1836,31154223.568754
2012-11-02,54.137,54.137,53.479,53.53,10525038.733645,132637.78,132637.78,130402.0,130550.0,286.0,59.247,59.3763,58.1588,58.2949,19735458.027056,17.1204,17.2326,17.0111,17.0111,44902763.068434,1427.59,1434.27,1412.91,1414.2,2073600000.0,1.95133,1.97,1.90333,1.92787,15453975.0,133.116,133.418,130.256,130.315,6323714.9687505,24.2007,24.3486,23.9901,24.1281,69865243.426477,18.2195,18.2503,17.5724,17.6342,700137530.19016,14.8764,14.9693,14.7703,14.7797,66956446.346633,14.3092,14.372,14.112,14.322,24520087.322797
2012-11-05,53.4996,53.6075,53.2044,53.4496,9104934.2115278,130755.0,130755.0,128150.0,130300.0,780.0,58.1472,58.647,57.9255,58.5283,17378394.063684,16.9213,17.1272,16.9213,17.0295,29481852.833914,1414.02,1419.9,1408.13,1417.26,1622800000.0,1.98667,2.10533,1.95533,2.1,30733005.0,129.593,131.359,129.369,130.812,4061325.5995035,24.2244,24.3218,23.9901,24.2314,46549931.691349,17.8406,17.9722,17.6581,17.8744,618171569.7431,14.7549,14.7813,14.5654,14.7352,41782010.703056,14.218,14.3142,14.0267,14.3014,20044570.627694
2012-11-06,53.6075,54.0742,53.5211,53.6142,10499629.156749,130516.0,131066.0,129971.01,130673.0,680.0,58.6743,59.4464,58.5965,59.1624,18623408.892234,17.0512,17.295,17.0218,17.1204,43008905.629549,1417.26,1433.38,1417.26,1428.39,1837205556.0,2.04067,2.08,1.99667,2.07667,34859145.0,131.564,132.56,131.154,131.427,4869679.3402522,24.3903,24.699,24.2156,24.423,53073372.675763,18.046,18.0609,17.7359,17.8206,437755525.6436,14.7234,14.7813,14.6357,14.7234,45326783.163796,14.372,14.6968,14.3642,14.6566,19049502.632325
2012-11-07,53.3721,53.6005,52.6268,53.1083,16846621.882661,130205.0,130228.0,127962.0,128359.0,605.0,58.6411,58.6411,56.9918,57.3001,29857394.598813,17.1028,17.2111,16.7711,16.8998,70648985.785328,1428.27,1428.27,1388.14,1394.53,2420272222.0,2.06667,2.13667,2.054,2.10267,25717035.0,130.862,131.056,129.359,129.359,7013084.7852234,24.148,24.3962,23.7578,23.7817,70764414.639211,17.6233,17.6461,17.069,17.1388,921676416.32437,14.3011,14.4482,14.0816,14.2331,108618901.74152,14.166,14.2082,13.3959,13.3959,53010738.064895
2012-11-08,52.9631,53.1691,52.5856,52.5856,16758104.41246,128605.0,129711.0,126900.0,126900.0,798.0,57.3613,57.4683,56.5522,56.5814,21152073.767107,16.892,17.0569,16.7935,16.892,51036574.154503,1394.53,1401.23,1377.51,1377.51,2099733333.0,2.068,2.12533,2.06267,2.08733,19109790.0,129.525,129.807,128.646,128.646,5234702.4568868,23.8165,24.021,23.5554,23.5632,60935652.727555,17.2194,17.2684,16.4398,16.5176,1227133771.3639,14.3026,14.3553,14.0385,14.0428,86686969.148215,13.5116,13.7009,13.3017,13.3085,26224959.765458
2012-11-09,52.5208,53.0475,52.4218,52.7543,13922345.46027,126847.0,128737.99,125950.0,127585.0,726.0,56.2809,57.1474,56.2809,56.6738,20631570.299433,16.8276,17.0726,16.7935,16.8998,46485994.289956,1377.55,1391.39,1373.03,1379.85,2026305556.0,2.04,2.062,1.99,2.02133,12943920.0,128.47,129.681,127.816,128.324,5425403.1963271,23.6178,23.87,23.5632,23.5791,52934531.202636,16.6004,17.041,16.392,16.8017,1081169725.6737,13.9681,14.2652,13.8371,14.1877,75341972.885596,13.231,13.6793,13.128,13.3792,25648354.752639
2012-11-12,52.6905,52.8905,52.3306,52.6091,12929381.452697,128250.0,128498.0,127793.0,128160.0,507.0,56.7098,56.9851,56.5056,56.7438,13856700.339485,16.8843,17.0432,16.7935,16.8539,33603917.44628,1379.86,1384.87,1377.19,1380.03,1426411111.0,2.01933,2.09467,2.01067,2.07133,8338440.0,128.617,129.095,126.821,128.07,4532570.3467596,23.6695,23.7251,23.0729,23.0789,74710685.632763,17.0191,17.0291,16.5456,16.6731,599598158.14016,14.2382,14.3993,14.1921,14.3283,47268500.357999,13.4527,13.6147,13.3654,13.5116,13321052.414902
2012-11-13,52.5208,52.9356,52.3993,52.4807,10920028.250922,127844.9,130109.88,127659.0,128925.0,636.0,56.3704,57.1795,56.1739,56.1886,18869188.229068,16.7788,17.0111,16.6734,16.8149,37363040.526308,1380.03,1388.81,1371.39,1374.53,1919750000.0,2.086,2.13333,2.048,2.1076,14973945.0,127.485,129.183,127.397,127.445,5034932.3428071,22.2816,22.51,22.0543,22.3372,159696836.93431,16.5535,16.9055,16.4748,16.6751,619808890.73558,14.3304,14.5682,14.2829,14.3641,54411554.604636,13.2928,13.6215,13.2438,13.3085,17901215.688609
2012-11-14,52.5709,52.6729,52.1189,52.3012,13869456.259079,129745.0,129745.0,127800.0,128150.0,832.0,56.3635,56.6077,55.8082,55.9299,22353255.469121,16.8071,16.849,16.5982,16.646,44881273.365453,1374.64,1380.13,1352.5,1355.49,2283061111.0,2.13067,2.14133,2.08,2.092,13069725.0,128.002,128.08,125.367,125.533,6508292.2664501,22.4593,22.501,22.094,22.1317,92279405.636419,16.7549,16.8147,16.4688,16.4897,554500707.56522,14.405,14.5024,14.2448,14.2924,59446162.989133,13.4135,13.4625,12.8798,12.9602,24912171.555841
2012-11-15,52.0885,52.2473,51.8854,52.1502,15634775.34593,128150.0,128919.54,127700.0,128178.0,587.0,55.9424,56.2498,55.4776,55.9765,21215757.660925,16.5778,16.7242,16.4645,16.5407,39213676.73347,1355.41,1360.62,1348.05,1353.33,2182705556.0,2.08667,2.096,2.03333,2.05467,14759115.0,125.758,126.694,125.055,125.776,5041939.0520812,22.1654,22.2419,21.955,21.9818,61787135.93299,16.5096,16.5714,16.0511,16.1437,917991220.87154,14.236,14.3583,14.0406,14.1373,61578318.506545,13.2212,13.231,12.968,13.0986,20182825.649399
2012-11-16,51.9992,52.3012,51.7255,52.2384,18903150.75086,128474.7,129344.9,127500.0,129344.9,400.0,55.9366,56.349,55.2753,56.1788,26785114.842359,16.5202,16.6948,16.5036,16.6821,59957327.765596,1353.36,1362.03,1343.35,1359.88,2247727778.0,2.06733,2.13333,2.03933,2.12267,13629000.0,126.03,126.909,125.269,126.499,6887121.8178258,21.9907,22.0166,21.7178,21.8687,77723056.158657,16.1308,16.2784,15.5326,16.2075,1473149588.3401,14.1,14.1306,13.9199,14.0208,76463414.165068,13.1192,13.18,12.8504,13.0368,21029076.930544
2012-11-19,52.5061,52.7052,52.1266,52.2865,16340421.873102,130030.0,130555.54,129531.0,130000.0,737.0,56.7924,57.3136,56.5873,56.9704,19869298.779212,16.7711,16.9457,16.6891,16.8764,51155182.518496,1359.88,1386.89,1359.88,1386.89,1874888889.0,2.138,2.21667,2.12267,2.19467,20885520.0,127.621,128.831,127.426,128.822,5303466.1664461,22.094,22.094,21.8269,22.0394,69328365.286881,16.6093,17.4308,16.5834,17.375,956522576.35494,14.1577,14.3399,13.8416,14.3099,51360838.507684,13.283,13.5341,13.2369,13.3085,18320631.690123
2012-11-20,52.2924,52.6425,52.2041,52.6003,13058468.792742,130145.0,130282.22,129331.56,130203.0,316.0,56.8653,57.1056,56.3849,56.8586,15832051.682842,16.8607,16.974,16.731,16.974,38883277.161234,1386.82,1389.77,1377.04,1387.81,1781755556.0,2.19333,2.20667,2.12733,2.2,13836405.0,128.5,128.656,127.397,128.041,4684778.2461018,22.0632,22.094,21.819,22.0244,57070905.532302,17.5655,17.5665,17.032,17.2284,747154562.09394,14.3099,14.3129,14.1504,14.2463,48438771.065827,13.2369,13.388,13.0986,13.1722,19151473.622929
2012-11-21,52.5709,52.7621,52.4365,52.5425,10118768.987635,130300.0,131321.0,130170.0,131310.0,604.0,57.0647,57.198,56.8459,57.1911,21400275.709884,17.0385,17.0432,16.9213,17.0218,39993556.621923,1387.79,1391.25,1386.39,1391.03,1481716667.0,2.174,2.23133,2.1524,2.16467,14446995.0,128.1,129.183,127.885,128.773,7668557.4169205,22.0244,22.4078,21.9907,22.2231,80460381.823995,17.3302,17.4269,17.0948,17.2524,433796493.47012,14.2894,14.3407,14.2002,14.318,65882131.969556,13.2604,13.3017,13.0112,13.0898,15809552.090422
2012-11-23,52.62,52.9837,52.5208,52.9837,7155115.7769048,131718.0,132606.02,131700.0,132606.02,237.0,57.3448,57.8943,57.1911,57.8943,18360241.496618,17.0629,17.1477,17.0385,17.1477,36082009.533803,1391.03,1409.16,1391.03,1409.15,836088889.0,2.17333,2.18867,2.11333,2.142,6453180.0,129.271,130.959,129.124,130.959,5729906.092158,22.4504,22.9002,22.4286,22.8415,70152420.056458,17.4209,17.5675,17.2813,17.5525,317244397.71166,14.3655,14.5332,14.3238,14.5332,51290553.972881,13.2212,13.3389,13.1722,13.2369,10676313.689227
2012-11-26,52.715,52.9366,52.4199,52.6277,12977692.076143,132237.0,132500.0,131943.0,132410.92,502.0,57.3915,57.5938,57.2058,57.587,25273357.320714,17.017,17.1409,16.9984,17.1204,51166205.05974,1409.15,1409.15,1397.68,1406.29,1638311111.0,2.14067,2.15333,2.108,2.15133,7443285.0,130.256,130.862,129.778,130.52,7698670.4868455,22.7046,22.7413,22.4078,22.5834,103304352.55954,17.6871,18.1207,17.6193,18.1068,732065526.26354,14.4432,14.4797,14.3019,14.3736,82372839.416341,13.1447,13.3959,13.076,13.3792,16414702.824209
2012-11-27,52.563,52.6729,52.3522,52.414,11504945.126958,132400.0,132955.83,132001.0,132004.0,488.0,57.4441,57.5364,56.6922,56.7652,18223006.422638,16.9584,17.097,16.933,16.9535,44158470.505201,1406.29,1409.01,1398.03,1398.94,1846177778.0,2.14,2.17733,2.10133,2.14333,13661550.0,129.983,130.636,129.271,129.407,4862959.5392257,22.5586,22.5735,22.2955,22.3283,54601942.38292,18.1068,18.1337,17.8166,17.9622,619737095.41041,14.3545,14.3941,14.1987,14.225,62649088.459591,13.3164,13.5627,13.2673,13.3959,23637382.811461
